year,category,nominee,workers,winner
1987,Classical Producer of the Year,Thomas Frost (artist),,TRUE
1987,Producer of the Year (Non-Classical),"Jimmy Jam (artist), Terry Lewis (artist)",,TRUE
1987,Record of the Year,Higher Love.,"Steve Winwood (artist/producer), Russ Titelman (producer)",TRUE
1987,Song of the Year,That's What Friends Are For.,"Stevie Wonder (artist), Gladys Knight (artist), Elton John (artist), Dionne Warwick (artist), Carole Bayer Sager (songwriter), Burt Bacharach (songwriter)",TRUE
1987,Best Performance Music Video,Horowitz in Moscow,Brian Large,FALSE
1988,Album of the Year,The Joshua Tree.,"U2 (artists), Daniel Lanois (producer), Brian Eno (producer)",TRUE
1988,Best Album Notes,Thelonious Monk - The Complete Riverside Recordings.,"Thelonious Monk (artist), Orrin Keepnews (album notes writer)",TRUE
1988,Best Album Package,King's Record Shop.,"Bill Johnson (art director), Rosanne Cash (artist)",TRUE
1988,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,The Untouchables,Ennio Morricone,TRUE
1988,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,The Glass Menagerie,Henry Mancini,FALSE
1988,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,The Witches of Eastwick,John Williams,FALSE
1988,Best Arrangement on an Instrumental,Take The A Train.,"Doc Severinsen (artist), Bill Holman (arranger), The Tonight Show Band (artists)",TRUE
1988,Best Chamber Music Performance,Beethoven: The Complete Piano Trios.,"Itzhak Perlman, Lynn Harrell, Vladimir Ashkenazy",TRUE
1988,Best Choral Performance (other than opera),Hindemith: When Lilacs Last In The Dooryard Bloom'd.,"Robert Shaw (conductor), Atlanta Symphony Orchestra (artists)",TRUE
1988,Best Classical Album,Horowitz In Moscow.,"Vladimir Horowitz (artist), Thomas Frost (producer)",TRUE
1988,Best Classical Performance - Instrumental Soloist(s) (with orchestra),Mozart: Violin Concertos Nos. 2 And 4.,"Itzhak Perlman (artist), Vienna Philharmonic Orchestra and Chorus (artists)",TRUE
1988,Best Classical Performance - Instrumental Soloist(s) (without orchestra),Horowitz In Moscow.,Vladimir Horowitz (artist),TRUE
1988,Best Classical Vocal Soloist Performance,Salzburg Recital.,Kathleen Battle (artist),TRUE
1988,Best Comedy Recording,A Night At The Met.,Robin Williams: An Evening at the Met,TRUE
1988,Best Comedy Recording,Would Jesus Wear A Rolex?,Ray Stevens,FALSE
1988,Best Concept Music Video,Land of Confusion,"Genesis (artists), John Lloyd (video director), Jim Yukich (video director), Jon Blair (video producer)",TRUE
1988,Best Contemporary Blues Recording,Strong Persuader.,The Robert Cray Band (artists),TRUE
1988,Best Contemporary Composition,Penderecki: Cello Concerto No. 2.,Krzysztof Penderecki (artist),TRUE
1988,Best Contemporary Folk Recording,Unfinished Business.,Steve Goodman (artist),TRUE
1988,"Best Country Instrumental Performance (orchestra, group or soloist)",String Of Pars.,Asleep at the Wheel (artist),TRUE
1988,Best Country Performance by a Duo or Group with Vocal,Trio.,"Dolly Parton (artist), Linda Ronstadt (artist), Emmylou Harris (artist)",TRUE
1988,Best Country Song,"Forever and Ever, Amen.","Randy Travis (artist), Paul Overstreet (songwriter), Don Schlitz (songwriter)",TRUE
1988,Best Country Vocal Performance by a Duo or Group,Trio.,"Linda Ronstadt, Emmylou Harris, Dolly Parton",TRUE
1988,"Best Country Vocal Performance, Duet","Make No Mistake, She's Mine.","Kenny Rogers (artist), Ronnie Milsap (artist)",TRUE
1988,"Best Country Vocal Performance, Female",80's Ladies.,K.T. Oslin (artist),TRUE
1988,"Best Country Vocal Performance, Male",Always & Forever.,Randy Travis,TRUE
1988,"Best Engineered Recording, Classical",Faure: Requiem/Durufle: Requiem.,"Jack Renner (engineer), Robert Shaw (conductor)",TRUE
1988,"Best Engineered Recording, Non-Classical",Bad.,"Michael Jackson (artist), Bruce Swedien (engineer), Humberto Gatica (engineer)",TRUE
1988,"Best Gospel Performance by a Duo or Group, Choir or Chorus",Crack The Sky.,"Broken Heart (artist), Mylon LeFevre (artist)",TRUE
1988,"Best Gospel Performance, Female",I Believe In You.,Deniece Williams (artist),TRUE
1988,"Best Gospel Performance, Male",The Father Hath Provided.,Larnelle Harris (artist),TRUE
1988,Best Historical Album,Thelonious Monk - The Complete Riverside Recordings.,Thelonious Monk (artist),TRUE
1988,Best Instrumental Arrangement Accompanying Vocal(s),Deedles' Blues.,"Count Basie (artists), Diane Schuur (artist), Frank Foster (arranger)",TRUE
1988,Best Instrumental Composition,Call Sheet Blues (various artists).,"Dexter Gordon (artist), Ron Carter (composer), Herbie Hancock (composer), Billy Higgins (composer), Wayne Shorter (composer)",TRUE
1988,"Best Jazz Fusion Performance, Vocal or Instrumental",Still Life (Talking).,Pat Metheny (artists),TRUE
1988,"Best Jazz Instrumental Performance, Big Band",Digital Duke.,Mercer Ellington (artist),TRUE
1988,"Best Jazz Instrumental Performance, Group",Marsalis Standard Time - Volume I.,Wynton Marsalis (artist),TRUE
1988,"Best Jazz Instrumental Performance, Soloist",The Other Side Of Round Midnight.,Dexter Gordon (artist),TRUE
1988,"Best Jazz Vocal Performance, Female",Diane Schuur & The Count Basie Orchestra.,Diane Schuur (artist),TRUE
1988,"Best Jazz Vocal Performance, Male",What Is This Thing Called Love.,Bobby McFerrin (artist),TRUE
1988,Best Latin Pop Performance,Un Hombre Solo.,Julio Iglesias (artist),TRUE
1988,Best Mexican-American Performance,Gracias! America Sin Fronteras.,Los Tigres del Norte (artists),TRUE
1988,Best Musical Cast Show Album,Les Miserables.,"Claude-Michel Schönberg (composer/producer), Alain Boublil (lyricist/producer), Herbert Kretzmer (lyricist)",TRUE
1988,Best New Age Performance,Yusef Lateef's Little Symphony.,Yusef Lateef (artist),TRUE
1988,Best New Artist,Jody Watley (artist),,TRUE
1988,Best Opera Recording,R. Strauss: Ariadne Auf Naxos.,"James Levine (conductor), Cord Garben (producer), Vienna Philharmonic Orchestra and Chorus (artists), Agnes Baltsa (artist), Kathleen Battle (artist), Gary Lakes (artist), Hermann Prey (artist), Anna Tomowa-Sintow (artist)",TRUE
1988,Best Orchestral Recording,Beethoven: Symphony No. 9 In D Minor.,"Georg Solti (conductor), Chicago Symphony Orchestra (artists)",TRUE
1988,Best Performance Music Video,The Prince's Trust All-Star Rock Concert. (Various Artists),Anthony Eaton (video producer),TRUE
1988,Best Polka Recording,A Polka Just For Me.,Jimmy Sturr (artist),TRUE
1988,"Best Pop Instrumental Performance (Orchestra, Group or Soloist)",Minute by Minute.,Larry Carlton (artist),TRUE
1988,Best Pop Performance By A Duo Or Group With Vocal,(I've Had) The Time Of My Life.,"Bill Medley (artist), Jennifer Warnes (artist)",TRUE
1988,Best Pop Performance By A Duo Or Group With Vocal,Big Generator.,Yes,FALSE
1988,"Best Pop Vocal Performance, Female",I Wanna Dance with Somebody (Who Loves Me).,Whitney Houston (artist),TRUE
1988,"Best Pop Vocal Performance, Male",Bring On The Night.,Sting (artist),TRUE
1988,"Best R&B Instrumental Performance (Orchestra, Group or Soloist)",Chicago Song.,David Sanborn (artist),TRUE
1988,Best R&B Performance by a Duo or Group with Vocal,I Knew You Were Waiting (For Me).,"Aretha Franklin (artist), George Michael (artist)",TRUE
1988,"Best R&B Vocal Performance, Female",Aretha.,Aretha Franklin (artist),TRUE
1988,"Best R&B Vocal Performance, Male",Just to See Her.,Smokey Robinson (artist),TRUE
1988,Best Rap Performance,Parents Just Don't Understand,"Will Smith, DJ Jazzy Jeff",TRUE
1988,Best Recording for Children,The Elephant's Child.,"Bobby McFerrin (artist), Jack Nicholson (artist)",TRUE
1988,Best Reggae Recording,No Nuclear War.,Peter Tosh (artist),TRUE
1988,Best Rhythm & Blues Song,Lean On Me.,"Club Nouveau (artist), Bill Withers (songwriter)",TRUE
1988,"Best Rock Instrumental Performance (Orchestra, Group or Soloist)",Jazz from Hell.,Frank Zappa (artist),TRUE
1988,Best Rock Performance by a Duo or Group with Vocal,The Joshua Tree.,U2 (artist),TRUE
1988,"Best Rock Vocal Performance, Solo",Tunnel of Love.,Bruce Springsteen (artist),TRUE
1988,Best Song Written Specifically for a Motion Picture or Television,Somewhere Out There.,"James Ingram (artist), Linda Ronstadt (artist), Barry Mann (songwriter), James Horner (songwriter), Cynthia Weil (songwriter)",TRUE
1988,Best Song Written Specifically for a Motion Picture or for Television,Somewhere Out There.,An American Tail,TRUE
1988,Best Song Written Specifically for a Motion Picture or for Television,Nothing's Gonna Stop Us Now.,Mannequin,FALSE
1988,Best Song Written Specifically for a Motion Picture or for Television,Who's That Girl.,Who's That Girl,FALSE
1988,"Best Soul Gospel Performance by a Duo or Group, Choir or Chorus",Ain't No Need To Worry.,"Anita Baker (artist), The Winans (artists)",TRUE
1988,"Best Soul Gospel Performance, Female",For Always.,CeCe Winans (artist),TRUE
1988,"Best Soul Gospel Performance, Male",Everything's Gonna Be Alright.,Al Green (artist),TRUE
1988,Best Spoken Word Album,Lake Wobegon Days,Garrison Keillor,TRUE
1988,Best Traditional Blues Recording,Houseparty New Orleans Style.,Henry 'Professor Longhair' Byrd (artist),TRUE
1988,Best Traditional Folk Recording,Shaka Zulu.,"Ladysmith Black Mambazo, (artist)",TRUE
1988,Best Tropical Latin Performance,La Verdad - The Truth,Eddie Palmieri (artist),TRUE
1988,Classical Producer of the Year,Robert Woods (producer),,TRUE
1988,"Producer of the Year, (Non Classical)",Narada Michael Walden (producer),,TRUE
1988,Record of the Year,Graceland.,Paul Simon (producer),TRUE
1988,Song of the Year,Somewhere Out There.,An American Tail,TRUE
1988,Song of the Year,La Bamba.,La Bamba,FALSE
1988,Song of the Year,Luka.,Suzanne Vega (songwriter and performer),FALSE
1988,Best Country Vocal Performance - Female,King's Record Shop.,Rosanne Cash,FALSE
1988,Best Pop Performance by a Duo or Group with Vocal,Somewhere Out There.,An American Tail,FALSE
1988,Best Rock Vocal Performance by a Duo or Group,For the album 'Bad Animals'.,Heart,FALSE
1989,Album of the Year,Faith.,George Michael (artist/producer),TRUE
1989,Album of the Year,Roll With It.,Steve Winwood (artist),FALSE
1989,Album of the Year,For 'Tracy Chapman',Tracy Chapman (artist),FALSE
1989,Best Album Notes,Crossroads.,"Eric Clapton (artist), Anthony DeCurtis (notes writer)",TRUE
1989,Best Album Notes,Show Boat.,"London Sinfonietta (artists), John McGlinn (artist), Lillian Gish (artist), Nancy Kulp (artist), Teresa Stratas (artist), Jerry Hadley (artist), Frederica von Stade (artist)",FALSE
1989,Best Album Package,Tired of Runnin'.,"The O'Kanes (artists), Bill Johnson (art director)",TRUE
1989,Best Album Package,Bete Noire.,Bryan Ferry (artist),FALSE
1989,Best Album Package,Picture This.,Valentine Brothers (artists),FALSE
1989,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,The Last Emperor,"David Byrne, Cong Su, Ryuichi Sakamoto",TRUE
1989,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,Fatal Attraction,Maurice Jarre,FALSE
1989,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,Who Framed Roger Rabbit,Alan Silvestri,FALSE
1989,Best Arrangement on an Instrumental,Memos From Paradise.,"Eddie Daniels (artist), Roger Kellaway (arranger)",TRUE
1989,Best Arrangement on an Instrumental,Suite from The Thorn Birds.,"Henry Mancini (artist), R.P.O. Pops (artists)",FALSE
1989,Best Arrangement on an Instrumental,A Night in Tunisia.,Turtle Island String Quartet (artists),FALSE
1989,Best Bluegrass Recording (vocal or instrumental),Southern Flavor.,Bill Monroe (artist),TRUE
1989,Best Bluegrass Recording (vocal or instrumental),Home Is Where the Heart Is.,David Grisman (artist),FALSE
1989,Best Bluegrass Recording (vocal or instrumental),"Fifteenth Anniversary Celebration, Live at the Kennedy Center.",Seldom Scene & Their Very Special Guests (artists),FALSE
1989,Best Chamber Music Performance,Bartók: Sonata for Two Pianos & Percussion.,"Georg Solti (artist), Murray Perahia (artist), Evelyn Glennie (artist), David Corkhill (artist)",TRUE
1989,Best Chamber Music Performance,Dvorak: String Quartet in F (American Quartet); Smetana: String Quartet in E Minor (From My Life).,Guarneri Quartet (artists),FALSE
1989,Best Chamber Music Performance,"Hindemith: Viola Sonata Op. 11, No. 4; Violin Sonata, 4; Op. 25, No. 4; Violin Sonatas,'37.","Robert Levin (artist), Kim Kashkashian (artist)",FALSE
1989,Best Classical Album,Verdi: Requiem & Operatic Choruses.,"Atlanta Symphony Orchestra (artist), Robert Woods (producer), Robert Shaw (conductor)",TRUE
1989,Best Classical Performance - Instrumental Soloist (without orchestra),"Albéniz: Iberia, Navarra, Suite Espagnola.",Alicia de Larrocha (artist),TRUE
1989,Best Classical Performance - Instrumental Soloist (without orchestra),"Bach: The Well-Tempered Clavier, Book 1.",Keith Jarrett (artist),FALSE
1989,Best Classical Performance - Instrumental Soloist (without orchestra),"Mozart: Piano Sonata No.– in B Flat, K. 333.",Vladimir Horowitz (artist),FALSE
1989,Best Classical Performance - Instrumental Soloist(s) (with orchestra),Mozart: Piano Concerto No. 23 in A.,"La Scala Opera Orchestra (artist), Vladimir Horowitz (artist), Carlo Maria Giulini (conductor)",TRUE
1989,Best Classical Performance - Instrumental Soloist(s) (with orchestra),Dutilleux: L'Arbre des Songes - Concerto for Violin and Orchestra.,"Isaac Stern (artist), Lorin Maazel (conductor), Orchestre national de France (artists)",FALSE
1989,Best Classical Performance - Instrumental Soloist(s) (with orchestra),"Baroque Music for Trumpets (Vivaldi, Telemann, Pachelbel, Haydn, von Biber)","Wynton Marsalis (artist), Raymond Leppard (conductor), English Chamber Orchestra (artists)",FALSE
1989,Best Classical Performance - Instrumental Soloist(s) (with orchestra),"Bartok: Works for Piano and Orchestra (Concerto No. 1, Concerto No. 2, Rhapsody for Piano and Orches.","Zoltán Kocsis (artist), Iván Fischer (conductor), Budapest Festival Orchestra (artists)",FALSE
1989,Best Classical Vocal Soloist Performance,Luciano Pavarotti in Concert.,"Luciano Pavarotti (artist), Symphony Orchestra of Amelia Romangna (artist), Emerson Buckley (conductor)",TRUE
1989,Best Classical Vocal Soloist Performance,Schubert: Winterreise.,"Christa Ludwig (artist), James Levine (artist)",FALSE
1989,Best Classical Vocal Soloist Performance,"Handel, Schubert, Schumann: Lieder.","Jessye Norman (artist), Geoffrey Parsons (artist)",FALSE
1989,Best Comedy Recording,Even Worse.,"Good Morning, Vietnam",TRUE
1989,Best Comedy Recording,Fontaine : Why Am I Straight,George Carlin: What Am I Doing in New Jersey?,FALSE
1989,Best Concept Music Video,Weird Al Yankovic: Fat,"'Weird Al' Yankovic (artist), Jay Levey (video director), Susan Zwerman (video producer)",TRUE
1989,Best Concept Music Video,Neil Young: This Note's for You,"Neil Young (artist), Julien Temple (video director), Lynn Rose Higgins (video producer)",FALSE
1989,Best Contemporary Blues Recording,Don't Be Afraid of the Dark.,The Robert Cray Band (artist),TRUE
1989,Best Contemporary Blues Recording,Seven Year Itch.,Etta James (artist),FALSE
1989,Best Contemporary Blues Recording,LOW-COMMOTION.,Ry Cooder (artist),FALSE
1989,Best Contemporary Composition,Adams: Nixon in China.,"John Adams (composer), Orchestra of St. Luke's (artist), Edo de Waart (conductor)",TRUE
1989,Best Contemporary Composition,A Quiet Place.,"Leonard Bernstein (conductor), Austrian Radio Symphony Orchestra (artists)",FALSE
1989,Best Contemporary Composition,Amour.,Suzanne Stephens (artist),FALSE
1989,Best Contemporary Folk Album,Tracy Chapman.,Tracy Chapman,TRUE
1989,Best Contemporary Folk Album,Short Sharp Shocked.,Michelle Shocked (artist),FALSE
1989,"Best Country Instrumental Performance (orchestra, group or soloist)",Sugarfoot Rag.,Asleep at the Wheel (artist),TRUE
1989,Best Country Performance by a Duo or Group with Vocal,Give a Little Love.,The Judds (artist),TRUE
1989,Best Country Performance by a Duo or Group with Vocal,Highway 101 - 2.,Highway 101 (artist),FALSE
1989,Best Country Performance by a Duo or Group with Vocal,Gonna Take a Lot of River.,The Oak Ridge Boys (artists),FALSE
1989,Best Country Song,Hold Me.,K.T. Oslin (songwriter),TRUE
1989,Best Country Song,She's No Lady.,Lyle Lovett (artist),FALSE
1989,Best Country Song,I Couldn't Leave You if I Tried.,Rodney Crowell (artist),FALSE
1989,Best Country Vocal Collaboration,Crying.,"Roy Orbison (artist), k.d. lang (artist)",TRUE
1989,Best Country Vocal Collaboration,We Believe in Happy Endings.,"Earl Thomas Conley (artist), Emmylou Harris (artist)",FALSE
1989,Best Country Vocal Collaboration,It's Such a Small World.,"Rodney Crowell (artist), Rosanne Cash (artist)",FALSE
